"SID","UID","Latitude","Longitude","CollectionDate","VolumeFilteredML","DeploymentDuration","ClientSampleID","EnvironmentType","TICI","TICIVersion","TICINoSeqs","TICIQuantile","Report","Region","District"
17707,"401636",-45.483703,169.814612,"2022-04-06","","23","Taiari 14","River/Stream",103.49,"Riverine V1",233,0.54,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/9c67e13a843193d9.html","Otago","Central Otago"
17628,"401637",-45.344657,169.912727,"2022-04-06","","22.2","Linnburn","River/Stream",99.21,"Riverine V1",337,0.49,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/af43339e4474f8a6.html","Otago","Central Otago"
17650,"401638",-45.206338,170.105893,"2022-04-07","","26","Pig Burn 1","River/Stream",103.12,"Riverine V1",378,0.54,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/60807282cf3cab97.html","Otago","Central Otago"
17597,"401639",-45.110894,170.079256,"2022-04-07","","25.2","Eweburn","River/Stream",108.21,"Riverine V1",477,0.6,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/933057f0146ef159.html","Otago","Central Otago"
17595,"401640",-45.1767246,170.1068748,"2022-04-08","","21.9","Ewe burn","River/Stream",93.62,"Riverine V1",410,0.37,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/96c17a575bb30fdc.html","Otago","Central Otago"
17720,"401641",-45.601938,170.138417,"2022-03-31","","22.2","Taiari 7","River/Stream",97.88,"Riverine V1",476,0.47,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/fb9c930c6cf9eb62.html","Otago","Dunedin"
17581,"401642",-45.2596051,170.268423,"2022-04-08","","20.5","Cap burn","River/Stream",111.02,"Riverine V1",233,0.68,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/dc892405c5cc32b9.html","Otago","Dunedin"
17713,"401643",-45.7505,170.3476,"2022-04-14","","24","Taiari 5","River/Stream",101.24,"Riverine V1",241,0.52,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/9283fd5c8eb1a8d9.html","Otago","Dunedin"
17651,"401644",-45.206338,170.105893,"2022-04-07","","26","Pig Burn 1","River/Stream",99.15,"Riverine V1",487,0.49,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/60807282cf3cab97.html","Otago","Central Otago"
17721,"401645",-45.601938,170.138417,"2022-03-31","","22.2","Taiari 7","River/Stream",98.06,"Riverine V1",558,0.47,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/fb9c930c6cf9eb62.html","Otago","Dunedin"
17608,"401646",-45.181353,170.158569,"2022-04-07","","25.9","Hog Burn","River/Stream",92.46,"Riverine V1",186,0.35,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/24b56647dd768a4c.html","Otago","Central Otago"
17587,"401647",-45.707232,170.250519,"2022-04-14","","22.1","Deep Steam 1","River/Stream",106.55,"Riverine V1",361,0.58,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/0ac1bf7ad77fce57.html","Otago","Dunedin"
17598,"401648",-45.110894,170.079256,"2022-04-07","","25.2","Eweburn","River/Stream",108.49,"Riverine V1",469,0.61,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/933057f0146ef159.html","Otago","Central Otago"
17625,"401649",-45.371445,169.892043,"2022-04-07","","27.3","Linn Upper","River/Stream",105.57,"Riverine V1",561,0.57,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/d30ce5ab5a17d193.html","Otago","Central Otago"
17664,"401650",-45.515866,170.185208,"2022-03-31","","22.4","Sheepskin","River/Stream",95.94,"Riverine V1",283,0.42,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/0beb717a93387dd2.html","Otago","Dunedin"
17596,"401652",-45.1767246,170.1068748,"2022-04-08","","21.9","Ewe burn","River/Stream",94.33,"Riverine V1",383,0.38,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/96c17a575bb30fdc.html","Otago","Central Otago"
17578,"401653",-45.75343,170.344788,"2022-04-14","","24","Big Stream","River/Stream",102.31,"Riverine V1",220,0.53,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/086917ec2b77bbc9.html","Otago","Dunedin"
17747,"401655",-45.454486,170.344619,"2022-04-01","","23.8","Upper Nenthorn","River/Stream",94.78,"Riverine V1",198,0.39,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/37cad129799c9843.html","Otago","Waitaki"
17599,"401656",-45.110894,170.079256,"2022-04-07","","25.2","Eweburn","River/Stream",109.94,"Riverine V1",427,0.64,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/933057f0146ef159.html","Otago","Central Otago"
17642,"401657",-45.447058,170.169856,"2022-04-08","","20","Lug creek","River/Stream",109.9,"Riverine V1",519,0.64,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/0fc4d66788cab494.html","Otago","Dunedin"
17695,"401658",-45.20073904,170.2480066,"2022-04-08","","19.5","Taiari 10","River/Stream",97.54,"Riverine V1",699,0.46,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/694650ff39627fc1.html","Otago","Central Otago"
17696,"401659",-45.20073904,170.2480066,"2022-04-08","","19.5","Taiari 10","River/Stream",97.25,"Riverine V1",635,0.46,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/694650ff39627fc1.html","Otago","Central Otago"
17692,"401661",-45.198835,170.249308,"2022-04-08","","19.7","Swin burn","River/Stream",101.23,"Riverine V1",380,0.52,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/487293ec027aa60e.html","Otago","Central Otago"
17665,"401662",-45.515866,170.185208,"2022-03-31","","22.4","Sheepskin","River/Stream",96.43,"Riverine V1",239,0.43,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/0beb717a93387dd2.html","Otago","Dunedin"
17634,"401663",-45.531865,169.941951,"2022-04-14","","23.3","Logan Upper","River/Stream",110.5,"Riverine V1",375,0.66,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/c38f32a2b5dedace.html","Otago","Dunedin"
17687,"401664",-45.602967,170.137777,"2022-03-31","","22.4","Sutton stream","River/Stream",100.94,"Riverine V1",312,0.52,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/21a7a4346b659abc.html","Otago","Dunedin"
17748,"401665",-45.454486,170.344619,"2022-04-01","","23.8","Upper Nenthorn","River/Stream",96.32,"Riverine V1",224,0.43,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/37cad129799c9843.html","Otago","Waitaki"
17589,"401666",-45.695518,170.051648,"2022-03-30","","21.9","Deep Stream 2","River/Stream",100.22,"Riverine V1",384,0.51,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/606d0c148e50fe5d.html","Otago","Dunedin"
17666,"401667",-45.515866,170.185208,"2022-03-31","","22.4","Sheepskin","River/Stream",94.86,"Riverine V1",312,0.39,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/0beb717a93387dd2.html","Otago","Dunedin"
17693,"401668",-45.198835,170.249308,"2022-04-08","","19.7","Swin burn","River/Stream",99.53,"Riverine V1",405,0.5,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/487293ec027aa60e.html","Otago","Central Otago"
17754,"401669",-45.8273,169.8072,"2022-04-14","","23.5","Waipouri 4","River/Stream",112.12,"Riverine V1",341,0.72,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/09b725c610e13ae6.html","Otago","Clutha"
17631,"401670",-45.043849,170.253205,"2022-04-08","","23","Little Kyeburn","River/Stream",113.74,"Riverine V1",512,0.74,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/5ef9d71085ec861d.html","Otago","Central Otago"
17590,"401671",-45.695518,170.051648,"2022-03-30","","21.9","Deep Stream 2","River/Stream",99.01,"Riverine V1",388,0.49,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/606d0c148e50fe5d.html","Otago","Dunedin"
17716,"401672",-45.70747,170.34129,"2022-04-01","","24.3","Taiari 6","River/Stream",100.09,"Riverine V1",514,0.51,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/77a2fcab4d1b0833.html","Otago","Dunedin"
16525,"401675",-40.019048,175.912354,"2022-04-01","","24","MN060","River/Stream",105.23,"Riverine V1",517,0.56,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/943cbffa11f7ae63.html","Manawatu-Wanganui","Manawatu"
16526,"401676",-40.019048,175.912354,"2022-04-01","","24","MN060","River/Stream",104.76,"Riverine V1",545,0.55,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/943cbffa11f7ae63.html","Manawatu-Wanganui","Manawatu"
16527,"401677",-40.019048,175.912354,"2022-04-01","","24","MN060","River/Stream",105.6,"Riverine V1",547,0.57,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/943cbffa11f7ae63.html","Manawatu-Wanganui","Manawatu"
16528,"401678",-40.019048,175.912354,"2022-04-01","","24","MN060","River/Stream",106.12,"Riverine V1",579,0.57,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/943cbffa11f7ae63.html","Manawatu-Wanganui","Manawatu"
16529,"401679",-40.019048,175.912354,"2022-04-01","","24","MN060","River/Stream",105.96,"Riverine V1",564,0.57,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/943cbffa11f7ae63.html","Manawatu-Wanganui","Manawatu"
16530,"401680",-40.019048,175.912354,"2022-04-01","","24","MN060","River/Stream",105.47,"Riverine V1",614,0.57,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/943cbffa11f7ae63.html","Manawatu-Wanganui","Manawatu"
16537,"401681",-40.115171,175.85275,"2022-04-01","","24","MN061","River/Stream",100.77,"Riverine V1",580,0.52,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/004e5ad7ba2eeee9.html","Manawatu-Wanganui","Manawatu"
16538,"401682",-40.115171,175.85275,"2022-04-01","","24","MN061","River/Stream",100.01,"Riverine V1",550,0.51,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/004e5ad7ba2eeee9.html","Manawatu-Wanganui","Manawatu"
16539,"401683",-40.115171,175.85275,"2022-04-01","","24","MN061","River/Stream",101.24,"Riverine V1",549,0.52,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/004e5ad7ba2eeee9.html","Manawatu-Wanganui","Manawatu"
16540,"401684",-40.115171,175.85275,"2022-04-01","","24","MN061","River/Stream",100.46,"Riverine V1",527,0.51,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/004e5ad7ba2eeee9.html","Manawatu-Wanganui","Manawatu"
16541,"401685",-40.115171,175.85275,"2022-04-01","","24","MN061","River/Stream",100.98,"Riverine V1",544,0.52,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/004e5ad7ba2eeee9.html","Manawatu-Wanganui","Manawatu"
16542,"401686",-40.115171,175.85275,"2022-04-01","","24","MN061","River/Stream",101.41,"Riverine V1",591,0.52,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/004e5ad7ba2eeee9.html","Manawatu-Wanganui","Manawatu"
16507,"401687",-40.091386,175.901557,"2022-04-01","","24","MN062","River/Stream",121.42,"Riverine V1",577,0.88,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/56f78f0c4113b7f7.html","Manawatu-Wanganui","Manawatu"
16508,"401688",-40.091386,175.901557,"2022-04-01","","24","MN062","River/Stream",120.67,"Riverine V1",515,0.87,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/56f78f0c4113b7f7.html","Manawatu-Wanganui","Manawatu"
16509,"401689",-40.091386,175.901557,"2022-04-01","","24","MN062","River/Stream",121.29,"Riverine V1",557,0.88,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/56f78f0c4113b7f7.html","Manawatu-Wanganui","Manawatu"
16510,"401690",-40.091386,175.901557,"2022-04-01","","24","MN062","River/Stream",121.79,"Riverine V1",516,0.89,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/56f78f0c4113b7f7.html","Manawatu-Wanganui","Manawatu"
16511,"401691",-40.091386,175.901557,"2022-04-01","","24","MN062","River/Stream",120.85,"Riverine V1",515,0.87,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/56f78f0c4113b7f7.html","Manawatu-Wanganui","Manawatu"
16512,"401692",-40.091386,175.901557,"2022-04-01","","24","MN062","River/Stream",121.9,"Riverine V1",417,0.89,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/56f78f0c4113b7f7.html","Manawatu-Wanganui","Manawatu"
16519,"401693",-40.051964,175.937127,"2022-04-01","","24","MN063","River/Stream",117.61,"Riverine V1",558,0.8,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/56a58a4e7c909bdd.html","Manawatu-Wanganui","Manawatu"
16520,"401694",-40.051964,175.937127,"2022-04-01","","24","MN063","River/Stream",117.84,"Riverine V1",528,0.8,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/56a58a4e7c909bdd.html","Manawatu-Wanganui","Manawatu"
16521,"401695",-40.051964,175.937127,"2022-04-01","","24","MN063","River/Stream",116.99,"Riverine V1",543,0.79,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/56a58a4e7c909bdd.html","Manawatu-Wanganui","Manawatu"
16522,"401696",-40.051964,175.937127,"2022-04-01","","24","MN063","River/Stream",119.37,"Riverine V1",508,0.85,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/56a58a4e7c909bdd.html","Manawatu-Wanganui","Manawatu"
16523,"401697",-40.051964,175.937127,"2022-04-01","","24","MN063","River/Stream",117.71,"Riverine V1",543,0.8,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/56a58a4e7c909bdd.html","Manawatu-Wanganui","Manawatu"
16524,"401698",-40.051964,175.937127,"2022-04-01","","24","MN063","River/Stream",117.71,"Riverine V1",514,0.8,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/56a58a4e7c909bdd.html","Manawatu-Wanganui","Manawatu"
16495,"401699",-40.120234,175.857915,"2022-04-01","","24","MN064","River/Stream",106.6,"Riverine V1",493,0.58,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/6dbae575f21e6ed3.html","Manawatu-Wanganui","Manawatu"
16496,"401700",-40.120234,175.857915,"2022-04-01","","24","MN064","River/Stream",108.39,"Riverine V1",488,0.6,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/6dbae575f21e6ed3.html","Manawatu-Wanganui","Manawatu"
16497,"401701",-40.120234,175.857915,"2022-04-01","","24","MN064","River/Stream",107.38,"Riverine V1",494,0.59,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/6dbae575f21e6ed3.html","Manawatu-Wanganui","Manawatu"
16498,"401702",-40.120234,175.857915,"2022-04-01","","24","MN064","River/Stream",108.61,"Riverine V1",475,0.61,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/6dbae575f21e6ed3.html","Manawatu-Wanganui","Manawatu"
16499,"401703",-40.120234,175.857915,"2022-04-01","","24","MN064","River/Stream",108.61,"Riverine V1",535,0.61,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/6dbae575f21e6ed3.html","Manawatu-Wanganui","Manawatu"
16500,"401704",-40.120234,175.857915,"2022-04-01","","24","MN064","River/Stream",108.53,"Riverine V1",494,0.61,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/6dbae575f21e6ed3.html","Manawatu-Wanganui","Manawatu"
15993,"401705",-37.809435,175.336434,"2022-03-31","","24","Annebrook Rd 3","River/Stream",0,"NC - Basic",0,0,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/cf641320754dbc67.html","Waikato","Waikato"
15977,"401706",-37.828085,175.36209,"2022-03-31","","24","Tauwhare Rd U/S 2","River/Stream",0,"NC - Basic",0,0,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/6236dec2eeb26773.html","Waikato","Waikato"
15989,"401707",-37.79742,175.3334,"2022-03-31","","24","Matangi 2","River/Stream",0,"NC - Basic",0,0,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/19633683ee5cd27f.html","Waikato","Hamilton"
15982,"401708",-37.805631,175.331535,"2022-03-31","","24","Riverlea U/S 1","River/Stream",0,"NC - Basic",0,0,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/c720da62a0c016e3.html","Waikato","Hamilton"
15988,"401709",-37.79742,175.3334,"2022-03-31","","24","Matangi 1","River/Stream",0,"NC - Basic",0,0,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/19633683ee5cd27f.html","Waikato","Hamilton"
15986,"401710",-37.807143,175.330378,"2022-03-31","","24","Riverlea D/S 2","River/Stream",0,"NC - Basic",0,0,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/26de308cc706a246.html","Waikato","Waikato"
15984,"401711",-37.805631,175.331535,"2022-03-31","","24","Riverlea U/S 3","River/Stream",0,"NC - Basic",0,0,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/c720da62a0c016e3.html","Waikato","Hamilton"
15976,"401712",-37.828085,175.36209,"2022-03-31","","24","Tauwhare Rd U/S 1","River/Stream",0,"NC - Basic",0,0,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/6236dec2eeb26773.html","Waikato","Waikato"
15987,"401713",-37.807143,175.330378,"2022-03-31","","24","Riverlea D/S 3","River/Stream",0,"NC - Basic",0,0,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/26de308cc706a246.html","Waikato","Waikato"
15990,"401714",-37.79742,175.3334,"2022-03-31","","24","Matangi 3","River/Stream",0,"NC - Basic",0,0,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/19633683ee5cd27f.html","Waikato","Hamilton"
15991,"401715",-37.809435,175.336434,"2022-03-31","","24","Annebrook Rd 1","River/Stream",0,"NC - Basic",0,0,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/cf641320754dbc67.html","Waikato","Waikato"
15985,"401716",-37.807143,175.330378,"2022-03-31","","24","Riverlea D/S 1","River/Stream",0,"NC - Basic",0,0,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/26de308cc706a246.html","Waikato","Waikato"
15980,"401717",-37.826333,175.360651,"2022-03-31","","24","Tauwhare Rd D/S 2","River/Stream",0,"NC - Basic",0,0,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/f485458b7c20ec3b.html","Waikato","Waikato"
15981,"401718",-37.826333,175.360651,"2022-03-31","","24","Tauwhare Rd D/S 3","River/Stream",0,"NC - Basic",0,0,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/f485458b7c20ec3b.html","Waikato","Waikato"
15992,"401719",-37.809435,175.336434,"2022-03-31","","24","Annebrook Rd 2","River/Stream",0,"NC - Basic",0,0,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/cf641320754dbc67.html","Waikato","Waikato"
15978,"401720",-37.828085,175.36209,"2022-03-31","","24","Tauwhare Rd U/S 3","River/Stream",0,"NC - Basic",0,0,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/6236dec2eeb26773.html","Waikato","Waikato"
15983,"401721",-37.805631,175.331535,"2022-03-31","","24","Riverlea U/S 2","River/Stream",0,"NC - Basic",0,0,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/c720da62a0c016e3.html","Waikato","Hamilton"
15979,"401722",-37.826333,175.360651,"2022-03-31","","24","Tauwhare Rd D/S 1","River/Stream",0,"NC - Basic",0,0,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/f485458b7c20ec3b.html","Waikato","Waikato"
17297,"401732",-35.512302,174.235548,"2022-04-12","","23","Papanui Creek","River/Stream",95.95,"Riverine V1",354,0.42,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/d7896c70acbfac75.html","Northland","Whangarei"
17298,"401742",-35.512302,174.235548,"2022-04-12","","23","Papanui Creek","River/Stream",96.32,"Riverine V1",340,0.43,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/d7896c70acbfac75.html","Northland","Whangarei"
56334,"401743",-41.682512,171.790981,"2023-10-31","","23","Fan Creek","River/Stream",0,"",0,0,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/c09e0566636de024.html","West Coast","Buller"
56333,"401744",-41.716653,171.753345,"2023-10-31","","24","Rapid Stream","River/Stream",0,"",0,0,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/dcf9d754a2f01c2d.html","West Coast","Buller"
35677,"401745",-44.651803,167.872853,"2023-04-16","","21","Sinbad Valley","River/Stream",0,"NC - Basic",0,0,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/26885f96b1e33ea1.html","Southland","Southland"
16417,"401746",-45.11066,170.73677,"2022-04-08","","23:15","MN065","River/Stream",112.79,"Riverine V1",341,0.73,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/50cb407b29e3e4e8.html","Otago","Waitaki"
16418,"401747",-45.11066,170.73677,"2022-04-08","","23:15","MN065","River/Stream",111.86,"Riverine V1",260,0.72,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/50cb407b29e3e4e8.html","Otago","Waitaki"
16419,"401748",-45.11066,170.73677,"2022-04-08","","23:15","MN065","River/Stream",110.14,"Riverine V1",341,0.65,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/50cb407b29e3e4e8.html","Otago","Waitaki"
16420,"401749",-45.11066,170.73677,"2022-04-08","","23:15","MN065","River/Stream",112.21,"Riverine V1",319,0.72,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/50cb407b29e3e4e8.html","Otago","Waitaki"
16421,"401750",-45.11066,170.73677,"2022-04-08","","23:15","MN065","River/Stream",111.79,"Riverine V1",318,0.71,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/50cb407b29e3e4e8.html","Otago","Waitaki"
16422,"401751",-45.11066,170.73677,"2022-04-08","","23:15","MN065","River/Stream",113.58,"Riverine V1",333,0.74,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/50cb407b29e3e4e8.html","Otago","Waitaki"
16423,"401752",-45.17683,170.88377,"2022-04-08","","22:40","MN066","River/Stream",89.63,"Riverine V1",425,0.29,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/4afea87c60832b61.html","Otago","Waitaki"
16424,"401753",-45.17683,170.88377,"2022-04-08","","22:40","MN066","River/Stream",89.71,"Riverine V1",439,0.29,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/4afea87c60832b61.html","Otago","Waitaki"
16425,"401754",-45.17683,170.88377,"2022-04-08","","22:40","MN066","River/Stream",91.08,"Riverine V1",495,0.32,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/4afea87c60832b61.html","Otago","Waitaki"
16426,"401755",-45.17683,170.88377,"2022-04-08","","22:40","MN066","River/Stream",91.09,"Riverine V1",406,0.32,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/4afea87c60832b61.html","Otago","Waitaki"
16427,"401756",-45.17683,170.88377,"2022-04-08","","22:40","MN066","River/Stream",91.59,"Riverine V1",458,0.33,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/4afea87c60832b61.html","Otago","Waitaki"
16428,"401757",-45.17683,170.88377,"2022-04-08","","22:40","MN066","River/Stream",90.21,"Riverine V1",479,0.3,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/4afea87c60832b61.html","Otago","Waitaki"
16429,"401758",-45.03191,170.75227,"2022-04-08","","23:50","MN067","River/Stream",104.77,"Riverine V1",406,0.55,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/c24020a933981c9e.html","Otago","Waitaki"
16430,"401759",-45.03191,170.75227,"2022-04-08","","23:50","MN067","River/Stream",103.91,"Riverine V1",381,0.54,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/c24020a933981c9e.html","Otago","Waitaki"
16431,"401760",-45.03191,170.75227,"2022-04-08","","23:50","MN067","River/Stream",103.85,"Riverine V1",400,0.54,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/c24020a933981c9e.html","Otago","Waitaki"
16432,"401761",-45.03191,170.75227,"2022-04-08","","23:50","MN067","River/Stream",103.82,"Riverine V1",412,0.54,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/c24020a933981c9e.html","Otago","Waitaki"
16433,"401762",-45.03191,170.75227,"2022-04-08","","23:50","MN067","River/Stream",104.26,"Riverine V1",383,0.55,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/c24020a933981c9e.html","Otago","Waitaki"
16434,"401763",-45.03191,170.75227,"2022-04-08","","23:50","MN067","River/Stream",104.09,"Riverine V1",440,0.54,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/c24020a933981c9e.html","Otago","Waitaki"
19109,"401768",-44.266091,169.179036,"2022-05-20","","19","Wilkin 001","River/Stream",0,"NC - Basic",0,0,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/32d4dfac102da9e2.html","Otago","Queenstown-Lakes"
19112,"401769",-44.26385,169.187951,"2022-05-20","","18","Makarora 002","River/Stream",0,"NC - Basic",0,0,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/53aec9fae8d98875.html","Otago","Queenstown-Lakes"
20869,"401770",-44.2255874377276,169.225906300553,"2022-06-15","","15 days, 19 hours","Makarora 004","River/Stream",122.06,"Riverine V1",238,0.89,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/b412dceff658d0f8.html","Otago","Queenstown-Lakes"
19111,"401771",-44.26385,169.187951,"2022-05-20","","18","Makarora 002","River/Stream",0,"NC - Basic",0,0,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/53aec9fae8d98875.html","Otago","Queenstown-Lakes"
19113,"401773",-44.294941,169.182979,"2022-05-20","","20","Makarora 001","River/Stream",0,"NC - Basic",0,0,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/f6c1f569992ad59f.html","Otago","Queenstown-Lakes"
19110,"401776",-44.266091,169.179036,"2022-05-20","","19","Wilkin 001","River/Stream",0,"NC - Basic",0,0,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/32d4dfac102da9e2.html","Otago","Queenstown-Lakes"
20871,"401777",-44.2255874377276,169.225906300553,"2022-06-15","","15 days, 19 hours","Makarora 004","River/Stream",121.88,"Riverine V1",241,0.89,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/b412dceff658d0f8.html","Otago","Queenstown-Lakes"
